Id;Context;Ques_orig;Ques_syn_human;Ques_num_glove
15;The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12–4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20–18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.;Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?;Which squad did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?;Which squad did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?
16;The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles.;How many solo tackles did Von Miller make at Super Bowl 50?;How many unaccompanied tackles did Von Miller make at Super Bowl 50?;How many piano tackles did Von Miller make at Super Bowl 50?
17;The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles.;Who was limited by Denver's defense?;Who was limited with Denver's defense?;Who was limited written Denver's defense?
18;The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles.;How many fumbles did Von Miller force?;How many slips did Von Miller force?;How many interceptions did Von Miller force?
19;The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles.;How many tackles did Von Miller accomlish by himself in the game?;How many interceptions did Von Miller accomlish by himself in the game?;How many fumbles did Von Miller accomlish by himself in the game?
20;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;Which network broadcasted Super Bowl 50 in the U.S.?;Which network broadcasted Super Bowl fifty in the U.S.?;Which network broadcasted Super Bowl 40 in the U.S.?
21;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;Which group headlined the Super Bowl 50 halftime show?;Which band headlined the Super Bowl 50 halftime show?;Which members headlined the Super Bowl 50 halftime show?
22;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;Who was the broadcaster for Super Bowl 50 in the United States?;Who was the broadcaster for Super Bowl fifty in the United States?;Who was the broadcaster for Super Bowl 40 in the United States?
23;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;What was the average cost of a 30-second commercial?;What was the mean cost of a 30-second commercial?;What was the percentage cost of a 30-second commercial?
24;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;Which network broadcasted the 50th Super Bowl game?;Which station broadcasted the 50th Super Bowl game?;Which connections broadcasted the 50th Super Bowl game?
25;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;What was the average cost for a TV ad lasting 30 seconds during Super Bowl 50?;What was the mean cost for a TV ad lasting 30 seconds during Super Bowl 50?;What was the percentage cost for a TV ad lasting 30 seconds during Super Bowl 50?
26;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;What ranking does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?;What place does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?;What highest does the Super Bowl 50 halftime show have on the list of most watched TV broadcasts?
27;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;What station aired the Super Bowl?;What radio aired the Super Bowl?;What radio aired the Super Bowl?
28;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;What band headlined half-time during Super Bowl 50?;What musicians headlined half-time during Super Bowl 50?;What rock headlined half-time during Super Bowl 50?
29;CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.;Who broadcast the Super Bowl on TV?;Who transmit the Super Bowl on TV?;Who television the Super Bowl on TV?
30;"In early 2012, NFL Commissioner Roger Goodell stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".";In what year did Roger Goodell call Super Bowl 50 'an important game for us as a league'?;In what twelvemonth did Roger Goodell call Super Bowl 50 'an important game for us as a league'?;In what month did Roger Goodell call Super Bowl 50 'an important game for us as a league'?
31;"In early 2012, NFL Commissioner Roger Goodell stated that the league planned to make the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"".";"What year did Roger Goodell announce that Super Bowl 50 would be ""important""?";"What twelvemonth did Roger Goodell announce that Super Bowl 50 would be ""important""?";"What month did Roger Goodell announce that Super Bowl 50 would be ""important""?"
32;The league eventually narrowed the bids to three sites: New Orleans' Mercedes-Benz Superdome, Miami's Sun Life Stadium, and the San Francisco Bay Area's Levi's Stadium.;What is the name of the stadium where Super Bowl 50 was played?;What is the name of the arena where Super Bowl 50 was played?;What is the name of the ballpark where Super Bowl 50 was played?
33;The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.;In what venue did Super Bowl XIX take place?;In what place did Super Bowl XIX take place?;In what event did Super Bowl XIX take place?
34;The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.;On what date did the Florida legislature decide against the plan to renovate the Miami stadium?;On what day did the Florida legislature decide against the plan to renovate the Miami stadium?;On what calendar did the Florida legislature decide against the plan to renovate the Miami stadium?
35;The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.;In what year was the Super Bowl last held in the Miami/South Florida area?;In what twelvemonth was the Super Bowl last held in the Miami/South Florida area?;In what month was the Super Bowl last held in the Miami/South Florida area?
36;The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.;What other city has hosted the Super Bowl ten times?;What other metropolis has hosted the Super Bowl ten times?;What other town has hosted the Super Bowl ten times?
37;The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.;What date were the top two stadium choices for Super Bowl 50 announced?;What day were the top two stadium choices for Super Bowl 50 announced?;What calendar were the top two stadium choices for Super Bowl 50 announced?
38;The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLIV in 2010. The San Francisco Bay Area last hosted in 1985 (Super Bowl XIX), held at Stanford Stadium in Stanford, California, won by the home team 49ers. The Miami bid depended on whether the stadium underwent renovations. However, on May 3, 2013, the Florida legislature refused to approve the funding plan to pay for the renovations, dealing a significant blow to Miami's chances.;What city is tied with Miami for hosting the Super Bowl?;What city is together with Miami hosting the Super Bowl?;What city is tying with Miami for hosting the Super Bowl?
39;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;How much did it cost to build Levi's Stadium?;How much is it to build Levi's Stadium?;How much did it price to build Levi's Stadium?
40;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;What California city last hosted the Super Bowl?;What California metropolis last hosted the Super Bowl?;What California town last hosted the Super Bowl?
41;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;On what date was Super Bowl 50 given to Levi's Stadium?;On what day was Super Bowl 50 given to Levi's Stadium?;On what calendar was Super Bowl 50 given to Levi's Stadium?
42;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;How much did it cost to build Levi's Stadium?;How much is it to build Levi's Stadium?;How much did it price to build Levi's Stadium?
43;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;In what city did the last Super Bowl in California occur?;In what metropolis did the last Super Bowl in California occur?;In what town did the last Super Bowl in California occur?
44;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;What year did Levi's Stadium become fully approved to host Super Bowl 50?;What twelvemonth did Levi's Stadium become fully approved to host Super Bowl 50?;What month did Levi's Stadium become fully approved to host Super Bowl 50?
45;On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003.;What year did a Super Bowl play in the bay area around San Francisco, prior to Super Bowl 50?;What twelvemonth did a Super Bowl play in the bay area around San Francisco, prior to Super Bowl 50?;What month did a Super Bowl play in the bay area around San Francisco, prior to Super Bowl 50?
46;For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.;What was the first Super Bowl that the Carolina Panthers played in?;What was the first Super Bowl that the Carolina team played in?;What was the first Super Bowl that the Carolina Falcons played in?
47;For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.;How many teams can boast a 15–1 regular season record?;How many teams can boast a fifteen–1 regular season record?;How many teams can boast a 20–1 regular season record?
48;For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second Super Bowl appearance in franchise history, their other appearance being Super Bowl XXXVIII. Coincidentally, both teams were coached by John Fox in their last Super Bowl appearance prior to Super Bowl 50.;Before Super Bowl 50, what was the coach's name that coached both teams for their last Super Bowl appearances?;Before Super Bowl 50, what was the coach's name that trained both teams for their last Super Bowl appearances?;Before Super Bowl 50, what was the coach's name that mentored both teams for their last Super Bowl appearances?
49;Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.;In what year did the NFL switch to a 16-game regular season?;In what twelvemonth did the NFL switch to a 16-game regular season?;In what month did the NFL switch to a 16-game regular season?
50;Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.;What year did the league begin having schedules with 16 games in them?;What twelvemonth did the league begin having schedules with 16 games in them?;What month did the league begin having schedules with 16 games in them?
51;Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.;Which player did the Panthers lose to an ACL injury in a preseason game?;Which participant did the Panthers lose to an ACL injury in a preseason game?;Which game did the Panthers lose to an ACL injury in a preseason game?
52;Despite waiving longtime running back DeAngelo Williams and losing top wide receiver Kelvin Benjamin to a torn ACL in the preseason, the Carolina Panthers had their best regular season in franchise history, becoming the seventh team to win at least 15 regular season games since the league expanded to a 16-game schedule in 1978. Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers. With their NFC-best 15–1 regular season record, the Panthers clinched home-field advantage throughout the NFC playoffs for the first time in franchise history. Ten players were selected to the Pro Bowl (the most in franchise history) along with eight All-Pro selections.;Which team had the best regular season in their history?;Which squad had the best regular season in their history?;Which squad had the best regular season in their history?
